category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter,core_numeric_candidate,emerging_numeric_candidate,core_failed_gates,emerging_failed_gates,core_rank,emerging_rank,abstract_available_core_candidate,abstract_available_emerging_candidate,abstract_available_multiyear_ratio,abstract_available_yoy_ratio,title_year_dedup_core_candidate,title_year_dedup_emerging_candidate,title_year_dedup_multiyear_ratio,title_year_dedup_yoy_ratio,exclude_jan1_core_candidate,exclude_jan1_emerging_candidate,exclude_jan1_multiyear_ratio,exclude_jan1_yoy_ratio,assignment_margin_core_candidate,assignment_margin_emerging_candidate,assignment_margin_multiyear_ratio,assignment_margin_yoy_ratio,equal_quarter_quota_core_candidate,equal_quarter_quota_emerging_candidate,equal_quarter_quota_multiyear_ratio,equal_quarter_quota_yoy_ratio,core_robust_candidate,emerging_robust_candidate,scope_review_status,core_followup,emerging_followup,potential_followup,review_display_name,review_reason
N0042,X-ray photoelectron spectroscopy / Catalysis / Diffuse reflectance infrared fourier transform,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,7,11973,0.0006135973165344,9,11985,0.0007764609726195,20,9992,0.0020015621948838,19,7998,0.0023642095053346,15,7996,0.0018796992481203,7,9,0.790248754505096,3,48,16.0,0.0017140775576126,0.3579752350232108,0.2595359316295256,-0.5911721876784326,2,0,3,36,0.0011305401613459,2,0,0.1666666666666666,21,104,45.66666666666666,0.4714285714285715,0.4517848252538597,0.0016046319272125,0.382391317366027,0.1772223372580024,0.9953223628520772,0.9999999999869336,34.11,19.16,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,342,421,False,False,0.2192369421773505,0.5195354150799696,False,False,0.3586155521399617,0.7910930509733474,False,False,0.3790496711910799,0.8702309557228531,False,False,0.2822191170817711,0.589270102000265,False,False,0.3975247469854155,1.222222222222222,False,False,未进入候选范围审阅,False,False,False,X-ray photoelectron spectroscopy / Catalysis / Diffuse reflectance infrared fourier transform,未进入候选范围审阅
N0043,Greenhouse gas / Natural resource economics / Emissions trading,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,51,11973,0.0042133682402028,41,11985,0.0033919084593379,49,9992,0.0048330404217926,44,7998,0.0053952473326867,44,7996,0.0053965559058937,51,41,1.2421821787682514,3,134,44.66666666666666,0.0045400654046057,0.9280413088165108,0.7807513372744512,-0.0686066858298608,3,4,3,141,0.0041461057071111,12,3,1.0,133,329,101.66666666666669,1.3051948051948052,0.4893652229299459,0.004449958643507,0.946833123123662,0.6867314986488734,0.6157231571464907,0.9999999999869336,86.86,54.900000000000006,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume,multiyear | trend | peak | lower95 | qvalue,37,235,False,False,0.9019891844270724,1.3033958659023797,False,False,0.9115709493338446,1.219363505877794,False,False,0.9079604838569664,1.2918639821575877,False,False,0.9976374431018592,1.3749635713339516,False,False,1.120021898974246,1.3384615384615384,False,False,未进入候选范围审阅,False,False,False,Greenhouse gas / Natural resource economics / Emissions trading,未进入候选范围审阅
N0044,Grid / Power grid / Smart grid,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,37,11973,0.003067986582672,51,11985,0.0042092357989374,30,9992,0.0029779339972661,18,7998,0.0022429679922405,20,7996,0.0024860538442881,37,51,0.7288702104658653,3,99,33.0,0.0031433792628147,0.9760154044933148,0.7288702104658653,0.0148958698041159,2,3,3,118,0.0034183854596252,10,3,0.8333333333333334,62,175,51.333333333333336,1.2038216560509554,0.4044902988796437,0.0032919768403639,0.9319587383041362,0.6401612023182837,0.6352178454514875,0.9999999999869336,73.93,47.16,False,False,近期份额下降,2026Q2,False,False,annual_volume | current_volume | current_share,multiyear | recent_growth | quarters | peak | lower95 | qvalue,101,276,False,False,0.9051755045843698,0.6858582846236431,False,False,0.9775028650797012,0.729648930509398,False,False,0.9590280499432536,0.7309940028071966,False,False,0.99231586184682,0.7157800674014516,False,False,0.9502225484145038,0.68,False,False,未进入候选范围审阅,False,False,False,Grid / Power grid / Smart grid,未进入候选范围审阅
N0045,Thin film / Nanocomposite / Thin film solar cell,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,9,11973,0.0007772232676102,9,11985,0.0007764609726195,10,9992,0.0010251903925014,10,7998,0.0012730358874878,5,7996,0.0006669900557846,9,9,1.0009817557064549,3,29,9.666666666666666,0.0010248957508696,0.7583437310094889,0.6105273820237413,-0.1384529841558746,3,0,3,28,0.000859624877577,0,0,0.0,30,72,23.666666666666668,1.2567567567567568,0.3798747629881541,0.0009760132340777,0.7963245174074438,0.3833090187957659,0.7464750264267048,0.9999999999869336,20.23,44.57000000000001,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | multiyear | recent_growth | trend | peak | lower95 | qvalue,430,289,False,False,0.6153643168145055,0.667974105102818,False,False,0.7596364103104296,1.0020511978995734,False,False,0.6163929871671978,0.7786276972257107,False,False,0.637866251335108,0.5288321428207505,False,False,0.927143973833739,1.3076923076923077,False,False,未进入候选范围审阅,False,False,False,Thin film / Nanocomposite / Thin film solar cell,未进入候选范围审阅
N0046,Carbon fibers / Carbon black / Carbon nanofiber,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,36,11973,0.002986173607134,43,11985,0.0035553739272578,13,9992,0.0013181019332161,6,7998,0.0007880698351115,10,7996,0.0012733446519524,36,43,0.8399042317996692,3,62,20.666666666666668,0.0018871818985285,1.5823454058469253,0.8399042317996692,0.4089000326946475,2,3,3,92,0.0026198831558693,8,2,0.6666666666666666,73,171,39.333333333333336,1.8347107438016528,0.4457517082972721,0.0020678246484698,1.444113556410047,0.960009882196346,0.0361007600271462,0.2454510556554972,70.14,72.93,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,recent_growth | quarters | peak | lower95 | qvalue,127,127,False,False,1.3730054356210843,0.6704900151032053,False,False,1.5845129690098472,0.8408015798467685,False,False,1.6879175885870608,0.9306977075758964,False,False,1.6273198448025556,0.9450558239626892,False,False,1.814698021405729,0.9607843137254902,False,False,未进入候选范围审阅,False,False,False,Carbon fibers / Carbon black / Carbon nanofiber,未进入候选范围审阅
N0047,Transformer / Distribution transformer / Voltage,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,47,11973,0.0038861163380512,52,11985,0.0042909685328974,42,9992,0.0041495801601249,30,7998,0.0036978661493695,35,7996,0.0043051176327916,47,52,0.905650159924888,3,124,41.333333333333336,0.0040461382807973,0.9604506985078703,0.9026736710864878,-0.0327984373222713,1,4,3,141,0.0041088883436912,12,3,1.0,66,191,64.0,1.0307692307692309,0.3554927701821538,0.0041191066997518,0.9434366772497828,0.675373490500055,0.620468962750556,0.9999999999869336,77.07000000000001,45.06,False,False,近期份额下降,2026Q2,False,False,annual_volume | current_volume,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,83,285,False,False,0.7857373216135315,0.7323571513777883,False,False,0.9619937059691112,0.9066177504805664,False,False,0.7978861135338923,0.7529525186791999,False,False,0.8641372460055986,0.7927931091168223,False,False,1.0195930000171527,0.8518518518518519,False,False,未进入候选范围审阅,False,False,False,Transformer / Distribution transformer / Voltage,未进入候选范围审阅
N0048,Dye-sensitized solar cell / Energy conversion efficiency / Auxiliary electrode,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,8,11973,0.0006954102920723,16,11985,0.0013485901103391,20,9992,0.0020015621948838,14,7998,0.0017580019398642,22,7996,0.0027285956827552,8,16,0.515657268091204,3,50,16.666666666666668,0.0017027180816957,0.4084118795401311,0.2548601452634832,-0.5285906162014298,0,0,3,44,0.0013485208657651,5,0,0.4166666666666667,21,115,42.333333333333336,0.5076923076923077,0.5017606876513522,0.0016708023159636,0.4162133876809099,0.2012494782113872,0.993594172240634,0.9999999999869336,46.18000000000001,11.31,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,271,460,False,False,0.3788678333796541,0.5108037274315667,False,False,0.4090982107961896,0.516208192857356,False,False,0.420291748019083,0.5408532176428055,False,False,0.3737300833906552,0.5685939580704311,False,False,0.3881849100332556,0.4782608695652173,False,False,未进入候选范围审阅,False,False,False,Dye-sensitized solar cell / Energy conversion efficiency / Auxiliary electrode,未进入候选范围审阅
N0049,Political science / Law / Sociology,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,8,11973,0.0006954102920723,30,11985,0.0024928483857785,23,9992,0.0022944737355985,12,7998,0.001515518913676,13,7996,0.0016371574096531,8,30,0.2789621286395038,3,65,21.666666666666668,0.0021009470116843,0.3309984917300717,0.2789621286395038,-0.596878383704305,0,1,3,61,0.0018275774711497,7,1,0.5833333333333334,19,76,27.666666666666668,0.6976744186046512,0.2048889233148114,0.0021670802315963,0.3208973447005488,0.1570487308945886,0.9995649661062272,0.9999999999869336,40.10000000000001,7.57,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,299,475,False,False,0.3977268642809519,0.3216171617161716,False,False,0.3315153571033004,0.2792601699064385,False,False,0.3987722974311587,0.2841771143546944,False,False,0.3137268054329488,0.2969190436435444,False,False,0.3938964635161371,0.3714285714285714,False,False,未进入候选范围审阅,False,False,False,Political science / Law / Sociology,未进入候选范围审阅
N0050,Nanocomposite / Nanotechnology / Polymer nanocomposite,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,31,11973,0.0025771087294444,75,11985,0.0061708214139762,37,9992,0.0036613942589338,37,7998,0.0045465567410281,34,7996,0.004183846713558,31,75,0.4176281497318322,3,149,49.66666666666666,0.0047929241379794,0.5376902816014405,0.4176281497318322,-0.1755879484497722,0,3,3,143,0.0041364414674515,10,3,0.8333333333333334,90,330,121.0,0.7459016393442623,0.5820465290611833,0.0049462365591397,0.521024156170299,0.3547954558241051,0.9996244413075592,0.9999999999869336,88.51,18.27,False,False,近期份额下降,2026Q2,False,False,annual_volume | current_volume | current_share,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,29,426,False,False,0.4878517255937081,0.3600192108763115,False,False,0.5385259577597161,0.4180743408455173,False,False,0.5824511639152427,0.4441942232010289,False,False,0.7688670801756915,0.5373846842140781,False,False,0.632214472116358,0.5402298850574713,False,False,未进入候选范围审阅,False,False,False,Nanocomposite / Nanotechnology / Polymer nanocomposite,未进入候选范围审阅
N0051,Aqueous solution / Chemistry / Inorganic chemistry,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,23,11973,0.0019226049251411,34,11985,0.0028197793216183,17,9992,0.0017086506541691,11,7998,0.0013942774005819,11,7996,0.001394615571186,23,34,0.6818281524377303,3,62,20.666666666666668,0.0019742357921231,0.9738476694688668,0.6818281524377303,0.0589885152329388,0,3,3,74,0.0021503449669761,8,1,0.6666666666666666,65,166,46.0,1.4042553191489362,0.5242811430931666,0.0020678246484698,0.9297717417982492,0.5786297966855435,0.6191271765445441,0.9999999999869336,69.1,44.330000000000005,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | peak | lower95 | qvalue,135,291,False,False,0.7830108514976686,0.5316528591634674,False,False,0.975310257161579,0.6825566130620283,False,False,0.9395434298798372,0.6731627816226515,False,False,1.0908195177602389,0.7464087958670023,False,False,1.0605086578429328,0.7446808510638299,False,False,未进入候选范围审阅,False,False,False,Aqueous solution / Chemistry / Inorganic chemistry,未进入候选范围审阅
N0052,Anatase / Brookite / Nanotechnology,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,6,11973,0.0005317843409964,4,11985,0.0003677973028197,7,9992,0.0007322788517867,17,7998,0.0021217264791464,15,7996,0.0018796992481203,6,4,1.445862536020435,3,28,9.333333333333334,0.001073934211251,0.4951740389916616,0.250637556830799,-0.1599616766977201,4,0,3,17,0.0005439534985343,0,0,0.0,18,38,20.0,0.9047619047619048,0.3196465971116549,0.0009429280397022,0.5639712879515323,0.2405816340749742,0.9203322582041368,0.9999999999869336,8.280000000000001,43.36000000000001,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | multiyear | trend | peak | lower95 | qvalue,490,299,False,False,0.6125217206892564,1.2405233380480905,False,False,0.4960952625238272,1.4474072858549394,False,False,0.4987808015089478,1.4246003052944485,False,False,0.6596255509642076,1.6368613944451804,False,False,0.3558700449072354,0.7777777777777778,False,False,未进入候选范围审阅,False,False,False,Anatase / Brookite / Nanotechnology,未进入候选范围审阅
N0053,Reliability (semiconductor) / Reliability engineering / Computer science,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,36,11973,0.002986173607134,33,11985,0.0027380465876583,33,9992,0.0032708455379808,25,7998,0.0030916585838991,30,7996,0.0036987630366238,36,33,1.0906219129338988,3,91,30.33333333333333,0.0030335169031794,0.9843932644661592,0.8073438545714007,-0.0455278439986708,3,4,3,102,0.0029983552442577,12,3,1.0,67,162,53.0,1.2592592592592593,0.3519820593816621,0.0030272952853598,0.9864163636680648,0.6720734891862414,0.5195360668706354,0.9999999999869336,71.09,54.99000000000001,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | current_volume,multiyear | recent_growth | trend | peak | lower95 | qvalue,119,233,False,False,0.9317291514726436,0.8994378251384461,False,False,0.9967121004787918,1.0917871260696843,False,False,1.1231109503606702,1.1534247582631714,False,False,1.0514481192317484,1.2003650225931324,False,False,0.8321558751884904,0.8775510204081632,False,False,未进入候选范围审阅,False,False,False,Reliability (semiconductor) / Reliability engineering / Computer science,未进入候选范围审阅
N0054,Mathematical optimization / Mathematics / Economic dispatch,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,18,11973,0.0015135400474515,19,11985,0.001593788312219,39,9992,0.0038566686194102,36,7998,0.004425315227934,45,7996,0.0055178268251273,18,19,0.9496493579779188,3,94,31.33333333333333,0.0032919240531877,0.4597736834134631,0.274300027061215,-0.4676762247887822,2,1,3,76,0.0023213323263602,7,1,0.5833333333333334,34,122,54.0,0.6363636363636364,0.423153996853559,0.0031265508684863,0.4840925707325118,0.2941156696321323,0.998285048671639,0.9999999999869336,59.2,25.26,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,187,388,False,False,0.4572706681545689,0.8983100034141346,False,False,0.4605914073106645,0.9506639569816464,False,False,0.5012536282758536,1.1771511207519882,False,False,0.2784752185284614,0.6183698601237348,False,False,0.2760302998025842,0.6,False,False,未进入候选范围审阅,False,False,False,Mathematical optimization / Mathematics / Economic dispatch,未进入候选范围审阅
N0055,Band gap / Direct and indirect band gaps / Condensed matter physics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,12,11973,0.001022662194224,7,11985,0.0006129955046996,5,9992,0.0005370044913102,9,7998,0.0011517943743937,6,7996,0.0007882609750181,12,7,1.6683029261774251,3,21,7.0,0.0007672647901345,1.3328673586658883,0.8878860818904826,0.3220790211575313,3,1,3,24,0.0007242207300779,1,0,0.0833333333333333,33,59,17.666666666666668,1.8214285714285716,0.5247929350449224,0.0007113316790736,1.4376727823451405,0.7159704455837822,0.159809153063011,0.6016171816737621,27.11,82.25,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | baseline | peak | lower95 | qvalue,383,71,False,False,1.225676609972561,1.3936743674367436,False,False,1.335152029352633,1.670085329832622,False,False,1.2733353245321324,1.744924634295567,False,False,1.716406856811726,0.7638686507410841,False,False,1.4613158666939905,2.1111111111111107,False,False,未进入候选范围审阅,False,False,False,Band gap / Direct and indirect band gaps / Condensed matter physics,未进入候选范围审阅
N0056,Oxide / Chemical engineering / Iron oxide,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,10,11973,0.0008590362431481,6,11985,0.0005312627707396,5,9992,0.0005370044913102,4,7998,0.0005455868089233,3,7996,0.0004244482173174,10,6,1.6169705284488889,3,15,5.0,0.0005379513569911,1.5968660214056305,1.5745179852191225,0.2349023275851425,3,1,3,21,0.0006424345017327,1,0,0.0833333333333333,21,51,11.666666666666666,1.736842105263158,0.4050616108498672,0.0005128205128205,1.6751206741389184,0.7652808325869611,0.1022421118495874,0.4915331792295304,17.67,83.17999999999999,False,False,多年背景上持续抬升,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | baseline | lower95 | qvalue,447,66,False,False,3.035461980621855,3.666435643564357,False,False,1.5994717183181644,1.6186980889146956,False,False,1.4652009621114894,1.5242227042660883,False,False,0.5723105309339374,0.327372278889036,False,False,1.5515490061107355,1.3636363636363638,False,False,未进入候选范围审阅,False,False,False,Oxide / Chemical engineering / Iron oxide,未进入候选范围审阅
N0057,Silicon / Crystalline silicon / Amorphous silicon,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,11,11973,0.000940849218686,18,11985,0.001512055578259,19,9992,0.0019039250146455,12,7998,0.001515518913676,16,7996,0.0020009701673538,11,18,0.6222319021959045,3,49,16.333333333333332,0.0016438331688602,0.5723507935652786,0.4701965246839664,-0.3524449699776322,1,1,3,48,0.0014522766038635,6,0,0.5,24,87,32.0,0.7575757575757576,0.4391275757606211,0.001637717121588,0.5744882350461995,0.3024367193675623,0.960138065919405,0.9999999999869336,43.720000000000006,21.65,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,279,410,False,False,0.6551984768734049,1.2221452145214522,False,False,0.5732901436840847,0.6228966905862213,False,False,0.6360687609745724,0.6481148641669249,False,False,0.8170743243692815,0.7510305221572005,False,False,0.6520833995837071,1.0,False,False,未进入候选范围审阅,False,False,False,Silicon / Crystalline silicon / Amorphous silicon,未进入候选范围审阅
N0058,Alloy / Metallurgy / Microstructure,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,19,11973,0.0015953530229894,39,11985,0.003228442991418,24,9992,0.0023921109158367,14,7998,0.0017580019398642,14,7996,0.0017584283288867,19,39,0.4941555502854651,3,77,25.666666666666668,0.0024595186157063,0.6486444187905779,0.4941555502854651,-0.2025405808678733,0,2,3,82,0.0024053023100814,9,1,0.75,46,184,64.66666666666667,0.715736040609137,0.525112686242821,0.0025641025641025,0.622187678965884,0.3786754246872008,0.971328828262168,0.9999999999869336,71.7,20.86,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,114,415,False,False,0.5049373901159722,0.371096725057121,False,False,0.6496371746854158,0.4946835027605488,False,False,0.6607708167302383,0.4865557965774885,False,False,0.5880621952696014,0.3808208142178583,False,False,0.8048011029015106,0.6,False,False,未进入候选范围审阅,False,False,False,Alloy / Metallurgy / Microstructure,未进入候选范围审阅
N0059,Ion / Ionic bonding / Atomic physics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,8,11973,0.0006954102920723,21,11985,0.0017572537801389,7,9992,0.0007322788517867,3,7998,0.0004243452958292,5,7996,0.0006669900557846,8,21,0.3957369731862729,3,31,10.333333333333334,0.0009712926425849,0.7159637184335679,0.3957369731862729,-0.0258296834003806,0,0,3,36,0.0010616476413326,4,0,0.3333333333333333,27,84,21.666666666666668,1.2352941176470589,0.3870818385443441,0.0010421836228287,0.6672627326313001,0.3128163833589178,0.8666869691989687,0.9999999999869336,30.6,28.700000000000003,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,366,374,False,False,0.4243192340888261,0.2501466813348001,False,False,0.7169584717846913,0.3961597759137847,False,False,0.8693722631980431,0.4483007953723789,False,False,0.7972535967700047,0.372527075977179,False,False,0.9183060016656062,0.5172413793103449,False,False,未进入候选范围审阅,False,False,False,Ion / Ionic bonding / Atomic physics,未进入候选范围审阅
N0060,Proton exchange membrane fuel cell / Fuel cells / Membrane electrode assembly,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,47,11973,0.0038861163380512,51,11985,0.0042092357989374,40,9992,0.0039543057996485,29,7998,0.0035766246362754,27,7996,0.0033349502789231,47,51,0.9232355999234292,3,120,40.0,0.0039133887449538,0.993030999811157,0.9232355999234292,-0.0086973864133321,2,4,3,138,0.0040165526455457,12,3,1.0,106,266,88.66666666666667,1.1933085501858736,0.5756392316140165,0.0039867659222497,0.9747540773244644,0.696726669336688,0.5455135021690064,0.9999999999869336,90.54,50.14000000000001,False,False,近期份额下降,2026Q2,False,False,annual_volume | current_volume,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,24,259,False,False,1.0165908832014234,0.9648514851485148,False,False,1.0049970708996625,0.9242219786452376,False,False,0.9534002965661308,0.8616813182631199,False,False,0.7840744473126824,0.8211140765577463,False,False,1.2485054658102648,1.115942028985507,False,False,未进入候选范围审阅,False,False,False,Proton exchange membrane fuel cell / Fuel cells / Membrane electrode assembly,未进入候选范围审阅
N0061,Energy storage / Electrochemical energy storage / Process engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,43,11973,0.0035588644358995,63,11985,0.0051900286064568,33,9992,0.0032708455379808,25,7998,0.0030916585838991,18,7996,0.002243512005821,43,63,0.6857119113894613,3,121,40.333333333333336,0.0038508442427789,0.9241777157237816,0.6857119113894613,0.0421964947544255,1,4,3,139,0.004006579526779,12,3,1.0,108,274,83.0,1.2976190476190477,0.5182725488941751,0.0040198511166253,0.8853224491774765,0.6261824195644189,0.7453741546213903,0.9999999999869336,86.68,44.18,False,False,近期份额下降,2026Q2,False,False,annual_volume | current_volume | current_share,multiyear | recent_growth | quarters | peak | lower95 | qvalue,39,292,False,False,0.9020310683735984,0.7005086125050861,False,False,0.9255904433574732,0.6864445213957707,False,False,0.9568602900261152,0.7329101076638341,False,False,0.6870847043651634,0.5574176640543047,False,False,0.9791743527219284,0.7777777777777778,False,False,有样本依据的条件性跟踪方向,False,False,True,储能主题中的系统与控制应用线索,专利片段明确储能变流、超级电容和充电功率分配；政策核读储能规模建设与工程质量。主题还含材料及压缩空气储能，不把全主题计数解释为同一系统任务。
N0062,OLED / Diode / Electroluminescence,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,17,11973,0.0014317270719136,29,11985,0.0024111156518185,25,9992,0.0024897480960749,31,7998,0.0038191076624636,32,7996,0.0039413048750909,17,29,0.5938027364360327,3,85,28.33333333333333,0.0029066571367857,0.4925682681297791,0.3632621979999874,-0.2766500404948395,2,2,3,71,0.0021108636066023,10,0,0.8333333333333334,42,159,67.33333333333333,0.6292682926829268,0.5182734628293356,0.0028287841191066,0.5061280789308623,0.3026393306782661,0.9960816352919716,0.9999999999869336,68.78,22.21,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,138,406,False,False,0.3905902905442992,0.5195354150799696,False,False,0.4934019879974187,0.5944371512963571,False,False,0.5140636515499858,0.6276211135213304,False,False,0.4535145008738457,0.6329197391854697,False,False,0.5394897632833225,0.7142857142857142,False,False,未进入候选范围审阅,False,False,False,OLED / Diode / Electroluminescence,未进入候选范围审阅
N0063,Renewable energy / Energy policy / Environmental economics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,88,11973,0.0072404483351059,84,11985,0.0069064160196158,61,9992,0.0060046865846514,37,7998,0.0045465567410281,29,7996,0.0035774921173902,88,84,1.048365507455873,3,182,60.66666666666666,0.0058192197817651,1.2442300869601643,1.048365507455873,0.0935714337233224,2,4,3,233,0.0067171836464577,12,3,1.0,133,336,97.33333333333331,1.3627118644067795,0.3825843178260596,0.0060380479735318,1.199137265362067,0.930267592269684,0.069655259857501,0.3615272924493095,84.75000000000001,63.7,False,False,平稳或增长证据不足,2026Q2,True,False,,multiyear | recent_growth | quarters | peak | lower95 | qvalue,55,186,False,False,1.3889672786016158,1.054605111673958,True,False,1.2461785206854843,1.049485574131506,True,False,1.24853160877987,1.0249386811846937,False,False,1.1265008809547388,0.7638686507410842,False,False,1.375308604018154,1.1043478260869566,False,False,范围过宽或样本混杂，暂缓认定,False,False,False,Renewable energy / Energy policy / Environmental economics,可再生能源泛主题包含技术、经济、生态和社会接受，不作为单一技术热点。
N0064,Degradation (telecommunications) / Chemical engineering / Radical,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,73,11973,0.0060132537020371,108,11985,0.0088680016346546,69,9992,0.0067857840265573,33,7998,0.0040615906886517,36,7996,0.0044263885520252,73,108,0.6780844151559856,3,210,70.0,0.0065717921166212,0.9150097257076236,0.6780844151559856,-0.0604319280533611,1,4,3,250,0.0072223464544163,11,3,0.9166666666666666,176,496,152.33333333333334,1.1543478260869564,0.5707633021280916,0.0069644334160463,0.8634232453400126,0.6620595358249957,0.8477615007063963,0.9999999999869336,94.98,39.56,False,False,近期份额下降,2026Q2,False,False,current_share,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,8,317,False,False,1.0910983312957638,0.7832323820617356,False,False,0.9163953476537378,0.6788088759964852,False,False,0.957397856285188,0.6464969364843779,False,False,0.9247820399525716,0.6757684655966341,False,False,0.961815549292792,0.7163120567375887,False,False,未进入候选范围审阅,False,False,False,Degradation (telecommunications) / Chemical engineering / Radical,未进入候选范围审阅
N0065,Combustion / Waste management / Combustor,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,26,11973,0.0021680438517548,35,11985,0.0029015120555782,32,9992,0.0031732083577426,26,7998,0.0032129000969932,21,7996,0.0026073247635217,26,35,0.7472117331329875,3,93,31.0,0.003095873503438,0.7003011748856114,0.6747934222367666,-0.190458933049141,2,4,3,93,0.0027475880883585,11,2,0.9166666666666666,61,169,59.66666666666666,1.021978021978022,0.4398979230230274,0.0030934656741108,0.7008462611688929,0.4552971666485078,0.947293467932156,0.9999999999869336,72.89999999999999,33.3,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume | current_share,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,108,356,False,False,0.6818780248593892,0.7562349478191063,False,False,0.7014536789105877,0.7480100491363012,False,False,0.7426533822269025,0.7507365558325508,False,False,0.7930830904338544,0.982116836667108,False,False,0.652095837237869,0.6363636363636364,False,False,未进入候选范围审阅,False,False,False,Combustion / Waste management / Combustor,未进入候选范围审阅
