category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter,core_numeric_candidate,emerging_numeric_candidate,core_failed_gates,emerging_failed_gates,core_rank,emerging_rank,abstract_available_core_candidate,abstract_available_emerging_candidate,abstract_available_multiyear_ratio,abstract_available_yoy_ratio,title_year_dedup_core_candidate,title_year_dedup_emerging_candidate,title_year_dedup_multiyear_ratio,title_year_dedup_yoy_ratio,exclude_jan1_core_candidate,exclude_jan1_emerging_candidate,exclude_jan1_multiyear_ratio,exclude_jan1_yoy_ratio,core_robust_candidate,emerging_robust_candidate,scope_review_status
N0132,Absorption (acoustics) / Absorption spectroscopy / Optics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,5,11974,0.000449934554973822,11,11985,0.0009399264405394361,8,9992,0.0008299160320249952,12,7998,0.0015155189136760426,9,7996,0.001152073732718894,5,11,0.4786912417482358,3,31,10.333333333333334,0.001095120462080158,0.410853938496575,0.2968848167539267,-0.30611119532082576,1,0,3,24,0.0007399256758460845,0,0,0.0,7,38,22.333333333333332,0.34285714285714286,0.5065704320194105,0.0010421836228287841,0.43172291822488157,0.17451470839559788,0.974283314545187,0.999999583780761,18.51,14.09,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,448,448,False,False,0.5087934070524448,0.45697835729033015,False,False,0.4115485536184993,0.47920255968496184,False,False,0.2694905175224014,0.3001666195102015,False,False,待主题与代表文献审阅
N0133,Transient (computer programming) / Transient response / Transient analysis,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,30,11974,0.0024950916230366492,21,11985,0.0017572537801389457,15,9992,0.0015133762936926382,16,7998,0.0020004849660523764,6,7996,0.0007882609750181907,30,21,1.4198812096676001,3,52,17.333333333333332,0.0017570383466279868,1.4200553037587909,1.2472433761700776,0.24999117015217953,3,3,3,66,0.001921907232289411,7,1,0.5833333333333334,37,85,28.333333333333332,1.2954545454545454,0.3461166569262769,0.0017369727047146402,1.4364598915482423,0.9193804221446233,0.053275595132086975,0.3329724695755436,48.089999999999996,77.89999999999999,False,False,多年背景上持续抬升,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,lower95 | qvalue,265,93,False,False,1.3952737533504938,1.3155437558357987,False,False,1.4223811312361703,1.4213978673107854,False,False,1.5203246765504232,1.662555521123851,False,False,待主题与代表文献审阅
N0134,Amorphous solid / Amorphous silicon / Amorphous carbon,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,19,11974,0.0015952225130890052,7,11985,0.0006129955046996322,16,9992,0.001611013473930873,10,7998,0.0012730358874878758,15,7996,0.0018796992481203006,19,7,2.602339659685864,3,33,11.0,0.0011656816220394603,1.3684890307338176,0.8486583769633508,-0.004925117360319753,4,2,3,42,0.0012730771639065034,4,0,0.3333333333333333,62,120,27.666666666666668,2.197674418604651,0.5194575976984243,0.001108354011579818,1.439271655466125,0.823537928996923,0.1007587220736737,0.45799419124397134,43.230000000000004,81.44,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | trend | peak | lower95 | qvalue,294,76,False,False,1.239509688146966,2.679811354480331,False,False,1.3708827981371667,2.6051193699237016,False,False,1.2969801793167974,2.5035875187719006,False,False,待主题与代表文献审阅
N0135,Thermogravimetric analysis / Fourier transform infrared spectroscopy / Chemical engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,15,11974,0.001267997382198953,6,11985,0.0005312627707396813,11,9992,0.0011228275727396993,11,7998,0.0013942774005819593,17,7996,0.0021222410865874364,15,6,2.3867612263391056,3,28,9.333333333333334,0.00101612258135378,1.2478783617913503,0.5974803664921466,0.06079433458609529,4,1,3,32,0.0009740292418927779,2,0,0.16666666666666666,34,74,24.0,1.4,0.42350670054086953,0.0009429280397022332,1.3447445921741528,0.7244276272158187,0.17853784445379317,0.6580921642041323,24.91,77.77999999999999,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | multiyear | peak | lower95 | qvalue,402,94,False,False,1.3617550238918457,1.8417612581701184,False,False,1.2500883896295345,2.389310664722922,False,False,1.1965881419338265,2.6001446131597974,False,False,待主题与代表文献审阅
N0136,Semiconductor / Organic semiconductor / Semiconductor device,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,6,11974,0.0005317408376963351,21,11985,0.0017572537801389457,7,9992,0.0007322788517867604,8,7998,0.001030552861299709,6,7996,0.0007882609750181907,6,21,0.3025976348471935,3,36,12.0,0.0011733618310751385,0.4531772072465548,0.3025976348471935,-0.16000258151223967,1,0,3,34,0.0010070911565406803,2,0,0.16666666666666666,13,95,38.666666666666664,0.35294117647058826,0.6026258272667486,0.001207609594706369,0.44032511833895144,0.1911557589574641,0.9796755038675568,0.999999583780761,35.17000000000001,15.459999999999999,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,344,442,False,False,0.6938453675556129,0.38004597390811967,False,False,0.45385597291240476,0.30292085696787224,False,False,0.4722749775018308,0.3287539166064112,False,False,待主题与代表文献审阅
N0137,Flow (mathematics) / Mechanics / Power flow,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,25,11974,0.002086060209424084,43,11985,0.003555373927257867,22,9992,0.0021968365553602814,15,7998,0.001879243452958293,8,7996,0.0010308028134853261,25,43,0.5867344060299693,3,80,26.666666666666668,0.00254381797852548,0.820050894770885,0.5867344060299693,-0.02587058821490018,0,3,3,90,0.0026127568973474107,9,1,0.75,59,152,40.666666666666664,1.4400000000000002,0.4095403280026967,0.002663358147229115,0.7832443457123346,0.5017260161146733,0.8589465325297863,0.999999583780761,66.46,36.769999999999996,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume | current_share,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,149,329,False,False,0.8959722433051207,0.5923793520430205,False,False,0.8212903965378,0.5873611311499062,False,False,0.86906137515843,0.5822509125438848,False,False,待主题与代表文献审阅
N0138,Context (archaeology) / Environmental economics / Energy transition,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,66,11974,0.0054401178010471205,28,11985,0.0023293829178586026,33,9992,0.003270845537980863,23,7998,0.00284917555771096,22,7996,0.0027285956827552754,66,28,2.335433027923211,3,84,28.0,0.0028164680045168083,1.9315390028655497,1.663214522935063,0.254376094723491,4,4,3,127,0.0036801154189621955,12,2,1.0,88,205,57.666666666666664,1.5170454545454546,0.3251501683752191,0.002795698924731183,1.945888290374547,1.4111747888531385,1.3409437084858829e-05,0.0004469812361619609,76.17,91.22,False,False,多年背景上持续抬升,2026Q2,False,True,annual_volume | active_years,,89,25,False,True,1.9987569757917463,2.3108698842821087,False,True,1.9347650543486747,2.337927639675117,False,True,1.8809635534978295,2.4971308133721024,False,True,待主题与代表文献审阅
N0139,Photodegradation / Chemical engineering / Visible spectrum,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,17,11974,0.001431609947643979,13,11985,0.001103391908459338,20,9992,0.002001562194883812,24,7998,0.0029704170708050436,15,7996,0.0018796992481203006,17,13,1.2974627932906728,3,57,19.0,0.0020251237247160647,0.7069246832534639,0.4819558713537771,-0.16756416229935045,2,1,3,50,0.0015121880169957098,4,0,0.3333333333333333,42,112,45.333333333333336,0.9280575539568345,0.5476177262250363,0.001902398676592225,0.7525288811745959,0.44068963319638094,0.8559081258710431,0.999999583780761,47.949999999999996,42.78999999999999,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | multiyear | quarters | trend | peak | lower95 | qvalue,266,298,False,False,0.5978149438739917,0.8361011425978634,False,False,0.7081779337944256,1.298848688708398,False,False,0.6070412548408493,1.0593181757317693,False,False,待主题与代表文献审阅
N0140,Nuclear chemistry / Inorganic chemistry / Catalysis,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,1,11974,0.00012270942408376963,5,11985,0.00044953003677973026,5,9992,0.000537004491310291,2,7998,0.00030310378273520856,2,7996,0.0003031772980839195,1,5,0.27297269157544024,3,12,4.0,0.00042987943694174324,0.2854507881483037,0.22850725844835792,-0.7380936517570333,1,0,3,11,0.0003697479840579303,0,0,0.0,4,38,12.666666666666666,0.36585365853658536,0.5941156615994977,0.00041356492969396195,0.29671138743455494,0.054550470517366646,0.9520406715196812,0.999999583780761,19.91,6.470000000000001,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | baseline | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,438,478,False,False,0.5031315714794755,0.41345660897696535,False,False,0.2859058460721181,0.27326426957241623,False,False,0.3100970703416889,0.26898047722342733,False,False,待主题与代表文献审阅
N0141,Meteorology / Atmospheric sciences / Climatology,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,6,11974,0.0005317408376963351,26,11985,0.0021659174499387003,18,9992,0.0018062878344073422,6,7998,0.0007880698351115422,10,7996,0.0012733446519524619,6,26,0.2455037414797985,3,50,16.666666666666668,0.0015867583731525284,0.33511141122254606,0.2455037414797985,-0.6114364372832468,0,1,3,50,0.001501315374014126,8,0,0.6666666666666666,9,106,38.666666666666664,0.25210084033613445,0.3494021627998086,0.0016708023159636063,0.31825478850241046,0.14062524901293555,0.9984434651184051,0.999999583780761,38.120000000000005,4.7299999999999995,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,329,483,False,False,0.45679063144426796,0.2916631892783244,False,False,0.3356144736477222,0.2457659782946888,False,False,0.38349444300663166,0.27279580314149016,False,False,待主题与代表文献审阅
N0142,Algorithm / Mathematics / Fast Fourier transform,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,3,11974,0.0002863219895287958,20,11985,0.0016755210461789948,16,9992,0.001611013473930873,12,7998,0.0015155189136760426,14,7996,0.001758428328886733,3,20,0.17088534350657641,3,48,16.0,0.0016006844779286368,0.17887472108139033,0.16282835349341035,-0.8637508658974866,0,0,3,39,0.0011909521698795545,4,0,0.3333333333333333,3,65,30.666666666666668,0.12631578947368421,0.3398663881169655,0.0016046319272125724,0.17843468316511035,0.060304979704639786,0.9998318735250324,0.999999583780761,22.24,1.31,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,422,494,False,False,0.15582274550759817,0.14617152842619988,False,False,0.1791630877757441,0.17106787607378904,False,False,0.19568719718314637,0.1972523499638467,False,False,待主题与代表文献审阅
N0143,Sulfur / Polysulfide / Lithium–sulfur battery,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,22,11974,0.0018406413612565445,56,11985,0.0046178994687372295,47,9992,0.004637766061316149,22,7998,0.002727934044616877,25,7996,0.0030924084404559786,22,56,0.3985884434508641,3,125,41.666666666666664,0.003994533191556752,0.4607901031207125,0.39688102783135853,-0.4620593606070136,0,2,3,125,0.003698768963769974,10,2,0.8333333333333334,49,224,89.0,0.5555555555555556,0.5733779155527498,0.004152191894127378,0.44329390552971354,0.28301917949470723,0.9998697039305238,0.999999583780761,84.66,10.72,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,41,458,False,False,0.46935030651534776,0.4569783572903301,False,False,0.46151160179549056,0.3990141989331742,False,False,0.37752488943729234,0.3226089835857306,False,False,待主题与代表文献审阅
N0144,Biochemical engineering / Context (archaeology) / Solar cell,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,7,11974,0.0006135471204188482,25,11985,0.0020841847159787496,18,9992,0.0018062878344073422,6,7998,0.0007880698351115422,11,7996,0.0013946155711860296,7,25,0.29438231444410223,3,49,16.333333333333332,0.0015595141284992112,0.3934219698344711,0.29438231444410223,-0.5398860154629102,1,1,3,50,0.0015013398902683133,7,0,0.5833333333333334,22,108,34.0,0.6571428571428571,0.6603958907402224,0.0016377171215880893,0.37463559019514514,0.17380873622419157,0.9960959855672359,0.999999583780761,53.09,10.600000000000001,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,236,459,False,False,0.48181625147632917,0.38004597390811967,False,False,0.3940155443337094,0.2946967613035862,False,False,0.4186774257948591,0.3287539166064112,False,False,待主题与代表文献审阅
N0145,Maximum power point tracking / Maximum power principle / Grid-connected photovoltaic power system,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,15,11974,0.001267997382198953,17,11985,0.0014303228442991418,20,9992,0.002001562194883812,18,7998,0.002242967992240543,31,7996,0.0038200339558573855,15,17,0.8865113126402394,3,55,18.333333333333332,0.0018916176771411654,0.6703243459404014,0.33193353694008143,-0.22824459080148385,1,1,3,52,0.0015666274737939688,5,0,0.4166666666666667,25,119,46.0,0.5531914893617021,0.4130291472361163,0.001836228287841191,0.690544520305646,0.39323083735967784,0.9064670188509438,0.999999583780761,42.22,29.660000000000004,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,299,369,False,False,0.6492932603865583,0.8875535206038856,False,False,0.6714642212835293,0.8874582468970852,False,False,0.639324745039253,0.806941431670282,False,False,待主题与代表文献审阅
N0146,Nanofluid / Heat transfer / Thermodynamics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,51,11974,0.004213023560209424,24,11985,0.0020024519820187985,37,9992,0.003661394258933802,26,7998,0.0032129000969932106,31,7996,0.0038200339558573855,51,24,2.103932377924992,3,87,29.0,0.002958915445981937,1.4238404703083032,1.1028759453170447,0.07016827765475986,3,4,3,112,0.0032922899337206745,9,2,0.75,123,255,68.33333333333333,1.7884615384615385,0.5081514967220406,0.0028949545078577337,1.4552987097980552,1.031460274023016,0.014198213651482569,0.1365212851104093,81.75,80.48999999999998,False,False,多年背景上持续抬升,2026Q2,False,False,annual_volume | active_years,lower95 | qvalue,55,79,False,False,1.1896988311430727,1.6262626619760638,False,False,1.426278353220852,2.1061797103778748,False,False,1.4566268055863139,2.429571627603478,False,False,待主题与代表文献审阅
N0147,Electrolysis / Electrolysis of water / Polymer electrolyte membrane electrolysis,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,64,11974,0.005276505235602094,67,11985,0.005516959542296689,48,9992,0.004735403241554384,40,7998,0.004910281280310378,31,7996,0.0038200339558573855,64,67,0.956415430482839,3,155,51.666666666666664,0.0050542146880538175,1.0439812238434756,0.956415430482839,0.05409855323724155,2,4,3,179,0.005176289339817722,12,3,1.0,141,340,113.33333333333333,1.2419825072886297,0.6124832164553796,0.005144747725392887,1.0256101012609213,0.7672091351194213,0.4116670289192861,0.9801595926649668,96.67999999999999,55.489999999999995,False,False,近期份额下降,2026Q2,False,False,annual_volume,multiyear | recent_growth | quarters | peak | lower95 | qvalue,4,228,False,False,1.1155232974781348,1.0704561520088556,False,False,1.0456548591210257,0.9574370333907622,False,False,0.9912749018258316,0.8945164707662816,False,False,待主题与代表文献审阅
N0148,Methanol / Direct methanol fuel cell / Methanol fuel,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,10,11974,0.0008589659685863875,13,11985,0.001103391908459338,12,9992,0.001220464752977934,9,7998,0.0011517943743937925,7,7996,0.0009095318942517585,10,13,0.7784776759744038,3,34,11.333333333333334,0.0011585503452770215,0.7414144513340072,0.7038023560209424,-0.17562885326429223,2,1,3,35,0.0010609408766745533,2,0,0.16666666666666666,17,86,28.666666666666668,0.6067415730337078,0.4915697286154135,0.001141439205955335,0.7525288811745959,0.37714515764086015,0.8036715580059662,0.999999583780761,29.460000000000004,33.94,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,372,348,False,False,0.9417260505463634,0.780973594734268,False,False,0.7426292828948999,0.779309213225039,False,False,0.8594275442492139,0.8284598698481561,False,False,待主题与代表文献审阅
N0149,Cobalt / Cobalt oxide / Inorganic chemistry,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,8,11974,0.0006953534031413612,25,11985,0.0020841847159787496,21,9992,0.0020991993751220466,14,7998,0.0017580019398642096,20,7996,0.0024860538442881396,8,25,0.33363328970331585,3,60,20.0,0.0019804620103216685,0.35110666072732255,0.2797016664538373,-0.5524455455105759,0,0,3,54,0.0016262458314140523,6,0,0.5,21,130,49.333333333333336,0.43708609271523174,0.567119659656644,0.002001654259718776,0.34738936545368004,0.1694397580247854,0.9989161909155567,0.999999583780761,53.260000000000005,6.59,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,233,477,False,False,0.507089064191425,0.5972151018556167,False,False,0.35167064476078524,0.333989662810731,False,False,0.40996160912393936,0.3567329733388717,False,False,待主题与代表文献审阅
N0150,Boost converter / Forward converter / Ćuk converter,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,6,11974,0.0005317408376963351,20,11985,0.0016755210461789948,14,9992,0.0014157391134544035,15,7998,0.001879243452958293,15,7996,0.0018796992481203006,6,20,0.31735849508364194,3,49,16.333333333333332,0.0016568345375305637,0.32093780377663456,0.28288612565445026,-0.4896253959543717,0,0,3,40,0.0012076669991099112,4,0,0.3333333333333333,6,59,26.0,0.25925925925925924,0.3684231436748908,0.0016377171215880893,0.3246841781691258,0.14333133210350293,0.9981209689170834,0.999999583780761,24.77,6.03,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,404,480,False,False,0.3372611709212124,0.35832906111337004,False,False,0.32146247813255296,0.31769748413703675,False,False,0.3448340449555262,0.3465243985851361,False,False,待主题与代表文献审阅
N0151,Buck converter / Buck–boost converter / Ćuk converter,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,11,11974,0.0009407722513089005,15,11985,0.00126685737637924,17,9992,0.0017086506541691077,13,7998,0.001636760426770126,10,7996,0.0012733446519524619,11,15,0.7426031286944772,3,45,15.0,0.001537422819106158,0.6119151085944308,0.550593679880329,-0.29837908247203515,2,0,3,43,0.0013054267606190828,3,0,0.25,15,74,29.333333333333332,0.5274725274725275,0.35557304109290394,0.0015053763440860215,0.6249415669409125,0.3272602010136359,0.9300166028483823,0.999999583780761,27.060000000000002,26.22,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,391,383,False,False,0.49370209433007095,0.5912874085369505,False,False,0.6129400204786842,0.7433963462561431,False,False,0.5429211983630396,0.7495589298626174,False,False,待主题与代表文献审阅
N0152,Crystallite / Metallurgy / Polycrystalline silicon,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,8,11974,0.0006953534031413612,2,11985,0.0002043318348998774,5,9992,0.000537004491310291,4,7998,0.0005455868089233754,5,7996,0.0006669900557846228,8,2,3.403059554973822,3,11,3.6666666666666665,0.0004289743783778479,1.6209672143376408,1.042524393146121,0.12920687593701974,3,0,3,15,0.00047889657645050986,0,0,0.0,24,31,8.0,2.7777777777777777,0.3520684481210145,0.000380479735318445,1.8275701399954472,0.7530813647229161,0.0952405543613204,0.44092849241352033,8.61,88.3,False,False,多年背景上持续抬升,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | baseline | peak | lower95 | qvalue,485,40,False,False,1.2362835235776848,2.1224105927484223,False,False,1.6238440092273372,3.406694560669456,False,False,1.7755227948894396,3.3532899493853936,False,False,待主题与代表文献审阅
N0153,Nanostructure / Nanotechnology / Morphology (biology),待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,8,11974,0.0006953534031413612,7,11985,0.0006129955046996322,10,9992,0.0010251903925014645,4,7998,0.0005455868089233754,6,7996,0.0007882609750181907,8,7,1.134353184991274,3,21,7.0,0.0007279242353748239,0.9552551891383432,0.6782675766641735,-0.1941067065255062,2,0,3,25,0.0007778464334474859,0,0,0.0,25,62,16.0,1.5294117647058822,0.5250660783127309,0.0007113316790736146,0.9775375167417508,0.4418247226903979,0.5454875692060753,0.999999583780761,23.000000000000004,51.22,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | baseline | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,412,248,False,False,1.0563534602217162,1.516007566248873,False,False,0.9568283215160737,1.1355648535564853,False,False,0.872150002546642,0.9862617498192335,False,False,待主题与代表文献审阅
N0154,Controller (irrigation) / PID controller / Control engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,16,11974,0.0013498036649214659,15,11985,0.00126685737637924,22,9992,0.0021968365553602814,21,7998,0.0026066925315227935,20,7996,0.0024860538442881396,16,15,1.065474054213815,3,58,19.333333333333332,0.0020234621544207715,0.6670763087772479,0.5178223548033605,-0.24352962384382293,2,2,3,53,0.001604499198886996,6,0,0.5,38,113,35.666666666666664,1.0636363636363637,0.32648811690548973,0.001935483870967742,0.697398560209424,0.4038373871408195,0.9065391720099076,0.999999583780761,40.160000000000004,37.69,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,315,326,False,False,0.588541254477663,0.8218088153739682,False,False,0.6682368212307315,1.0666121489762055,False,False,0.6548284691692808,1.054279801530905,False,False,待主题与代表文献审阅
N0155,Fault (geology) / Fault detection and isolation / Fault indicator,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,40,11974,0.00331315445026178,23,11985,0.0019207192480588475,18,9992,0.0018062878344073422,13,7998,0.001636760426770126,22,7996,0.0027285956827552754,40,23,1.724955093572463,3,54,18.0,0.001787922503078772,1.853074976435827,1.2142342931937173,0.30331346132220416,3,4,3,81,0.002346720510909323,10,1,0.8333333333333334,58,121,33.0,1.7352941176470589,0.3853318660878853,0.0018031430934656741,1.8374329038378405,1.2235375283241294,0.0013028350582286125,0.021713917637143542,63.42,87.85,False,False,多年背景上持续抬升,2026Q2,False,True,annual_volume | active_years | current_volume,,175,44,False,False,1.7999449763361866,1.6262626619760638,False,True,1.8560456259370468,1.7267976183618645,False,False,1.7130874556952018,1.5635857009329313,False,True,待主题与代表文献审阅
N0156,Exergy / Exergy efficiency / Process engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,36,11974,0.002985929319371728,19,11985,0.0015937883122190436,32,9992,0.0031732083577426283,26,7998,0.0032129000969932106,29,7996,0.0035774921173902497,36,19,1.8734792421801585,3,77,25.666666666666668,0.0026599655889849604,1.122544341075914,0.8346431582216701,-0.030416074065525933,4,4,3,87,0.0025843086631111333,10,2,0.8333333333333334,87,207,65.0,1.3333333333333333,0.536200581422885,0.002564102564102564,1.1645124345549738,0.7857102928657488,0.21736001505032077,0.7271745785864288,78.43,70.34,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | current_volume,multiyear | trend | peak | lower95 | qvalue,73,140,False,False,0.8820855706546642,1.6078868126881987,False,False,1.1244977547760542,1.8754804142448738,False,False,1.1513453271975578,2.195227765726681,False,False,待主题与代表文献审阅
N0157,Heat exchanger / Mechanical engineering / Heat transfer,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,29,11974,0.002413285340314136,25,11985,0.0020841847159787496,16,9992,0.001611013473930873,17,7998,0.00212172647914646,26,7996,0.0032136793596895465,29,25,1.157903770146802,3,58,19.333333333333332,0.0019389748896853607,1.2446191815850396,0.7509415440086931,0.2020627815277165,3,4,3,70,0.002036161176741253,9,0,0.75,45,111,37.0,1.2105263157894737,0.4046814048746226,0.001935483870967742,1.246864092495637,0.800943134674505,0.16105588114465108,0.6287042605637789,57.34,69.63,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | current_volume,multiyear | peak | lower95 | qvalue,204,145,False,False,1.0617117395137747,0.8981988401913386,False,False,1.2466309867706917,1.1591405944607722,False,False,1.217202476868545,1.117763316461798,False,False,待主题与代表文献审阅
N0158,Analytical Chemistry (journal) / Physical chemistry / Atmospheric temperature range,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,3,11974,0.0002863219895287958,5,11985,0.00044953003677973026,2,9992,0.0002440929505955868,2,7998,0.00030310378273520856,2,7996,0.0003031772980839195,3,5,0.6369362803426939,3,9,3.0,0.0003322422567035085,0.8617867948817487,0.6369362803426939,0.07978395861870347,1,0,3,10,0.0003266483256347043,0,0,0.0,9,19,4.333333333333333,1.875,0.3836851668137473,0.0003143093465674111,0.9109560140534582,0.2674525335629167,0.6071462758852252,0.999999583780761,7.16,46.260000000000005,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | baseline | multiyear | recent_growth | quarters | peak | lower95 | qvalue,488,278,False,False,1.0915651190111273,1.6078868126881987,False,False,0.8631099494613387,0.6376166290023046,False,False,0.9330612467790875,0.7670924720816261,False,False,待主题与代表文献审阅
N0159,Wurtzite crystal structure / Zinc / Metallurgy,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,5,11974,0.000449934554973822,2,11985,0.0002043318348998774,7,9992,0.0007322788517867604,7,7998,0.0009093113482056256,6,7996,0.0007882609750181907,5,2,2.2019797120418847,3,16,5.333333333333333,0.0006153073449640878,0.7312354689997764,0.49480802792321116,-0.24352962384382248,3,0,3,14,0.00046218174722015325,0,0,0.0,21,36,13.666666666666666,1.5,0.5986048779499066,0.0005459057071960298,0.8241982984293194,0.31399399612761164,0.684578303962149,0.999999583780761,21.44,54.190000000000005,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | baseline | multiyear | trend | peak | lower95 | qvalue,427,232,False,False,0.6745259021833733,0.9647320876129193,False,False,0.7325701149978664,2.2043317745508246,False,False,0.7718770129657421,2.169775849602314,False,False,待主题与代表文献审阅
N0160,Faraday efficiency / Reversible hydrogen electrode / Dendrite (mathematics),待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,77,11974,0.006339986910994765,17,11985,0.0014303228442991418,45,9992,0.0044424917008396795,45,7998,0.005516488845780795,39,7996,0.004790201309725928,77,17,4.432556563201197,3,107,35.666666666666664,0.003796434463639872,1.6699845530630428,1.14927938553593,0.1778306455092955,4,4,3,139,0.004070933818711196,9,2,0.75,193,292,82.66666666666667,2.3187250996015933,0.6627716916035062,0.003556658395368073,1.7825684128820163,1.3310729137601718,3.10645810687857e-05,0.0008629050296884915,91.99000000000001,92.86,False,False,多年背景上持续抬升,2026Q2,False,True,annual_volume | active_years,,14,19,False,False,1.5050062955928307,3.588803365920059,False,True,1.6730114125724946,4.437291234485426,False,True,1.591148921231401,4.273800915883346,False,True,待主题与代表文献审阅
