category_id,name,block,start_quarter,end_quarter,papers,background,share
C0094,晶体缺陷外延与变形,1,2024Q3,2025Q2,487,337646,0.0014422180870419293
C0095,泄漏检测与多设备状态监测,1,2024Q3,2025Q2,97,337646,0.00028844361740838585
C0096,电力设备通信与控制系统,1,2024Q3,2025Q2,33,337646,9.91062685454454e-05
C0097,永磁电机与磁路设计,1,2024Q3,2025Q2,141,337646,0.00041861304475165743
C0098,建筑与工业冷却节能,1,2024Q3,2025Q2,569,337646,0.0016848065652725719
C0099,无人机巡检与电网作业,1,2024Q3,2025Q2,13,337646,3.9938347025776506e-05
C0100,磁重联与磁场材料效应,1,2024Q3,2025Q2,551,337646,0.0016315554359048697
C0101,人类世生态危机与社会转型,1,2024Q3,2025Q2,374,337646,0.0011079193304558
C0102,电力设备与线路故障检测、定位和诊断,1,2024Q3,2025Q2,1075,337646,0.003181754979720195
C0103,金属基复合材料与耐磨制造,1,2024Q3,2025Q2,545,337646,0.0016138050594489692
C0104,发动机燃气轮机与动力机械,1,2024Q3,2025Q2,430,337646,0.001273589510710873
C0105,微电网能量管理与优化,1,2024Q3,2025Q2,1025,337646,0.0030338351759210225
C0106,电动汽车推广与整车能耗,1,2024Q3,2025Q2,1349,337646,0.003992355504539659
C0107,模板化晶体数据库记录,1,2024Q3,2025Q2,103,337646,0.00030619399386428656
C0108,储能充放电与变流控制,1,2024Q3,2025Q2,8,337646,2.5146366645859282e-05
C0109,水系锌电池与锌空气电池,1,2024Q3,2025Q2,1243,337646,0.0036787655204854135
C0110,电气柜密封防护与开关部件,1,2024Q3,2025Q2,2,337646,7.395990189958612e-06
C0111,机柜装配与通用机械部件,1,2024Q3,2025Q2,2,337646,7.395990189958612e-06
C0112,电站锅炉汽轮机与设备运维,1,2024Q3,2025Q2,163,337646,0.00048369775842329324
C0113,二氧化钛光催化材料与反应,1,2024Q3,2025Q2,1687,337646,0.004992293378222063
C0114,水分离采集与流体界面技术,1,2024Q3,2025Q2,930,337646,0.0027527875487025955
C0115,二氧化碳吸收溶解与水合物,1,2024Q3,2025Q2,732,337646,0.0021670251256578734
C0116,电源装置与供电电路结构,1,2024Q3,2025Q2,6,337646,1.922957449389239e-05
C0117,制冷循环工质与能效,1,2024Q3,2025Q2,684,337646,0.002025022114010668
C0118,煤矿产能及经营公告,1,2024Q3,2025Q2,1,337646,4.437594113975167e-06
C0119,煤矿安全生产与许可管理,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0120,电力载波与通信传输,1,2024Q3,2025Q2,469,337646,0.0013889669576742274
C0121,波浪能装置与海洋水动力,1,2024Q3,2025Q2,1060,337646,0.003137379038580443
C0122,热电材料与热电性能优化,1,2024Q3,2025Q2,2231,337646,0.006601660843557057
C0123,磁约束等离子体运行与边界,1,2024Q3,2025Q2,614,337646,0.0018179343886918268
C0124,电力系统碳计量与低碳调度,1,2024Q3,2025Q2,340,337646,0.001007333863872363
C0125,重整气化与合成气制氢,1,2024Q3,2025Q2,779,337646,0.002306069741229095
C0126,氮化碳及复合光催化材料,1,2024Q3,2025Q2,1790,337646,0.005297008174048358
C0127,质子交换及功能聚合物膜,1,2024Q3,2025Q2,880,337646,0.002604867744903423
C0128,石墨烯复合材料与多场景应用,1,2024Q3,2025Q2,1008,337646,0.002983542442629304
C0129,生物质与污泥厌氧消化产气,1,2024Q3,2025Q2,1083,337646,0.0032054221483280624
C0130,能源网络安全与隐私保护,1,2024Q3,2025Q2,1004,337646,0.0029717088583253704
C0131,光伏电池及组件结构制造,1,2024Q3,2025Q2,16,337646,4.881353525372684e-05
C0132,超级电容器复合电极材料,1,2024Q3,2025Q2,1174,337646,0.0034746361912425558
C0133,排放交易与污染治理政策研究,1,2024Q3,2025Q2,1313,337646,0.003885853245804255
C0134,功能薄膜沉积与表征,1,2024Q3,2025Q2,598,337646,0.0017706000514760918
C0135,电连接器接线与端口结构,1,2024Q3,2025Q2,8,337646,2.5146366645859282e-05
C0136,电力市场机制与产消者经济,1,2024Q3,2025Q2,793,337646,0.0023474872862928636
C0137,电解与其他路线制氢技术,1,2024Q3,2025Q2,1112,337646,0.0032912156345315823
C0138,光伏出力预测与系统参数建模,1,2024Q3,2025Q2,1193,337646,0.0035308457166862415
C0139,变压器油纸绝缘诊断,1,2024Q3,2025Q2,274,337646,0.0008120797228574556
C0140,厌氧微生物产甲烷机制,1,2024Q3,2025Q2,657,337646,0.001945145419959115
C0141,半导体载流子与电荷输运,1,2024Q3,2025Q2,909,337646,0.002690661231106943
C0142,电机转子定子与装配结构,1,2024Q3,2025Q2,5,337646,1.6271178417908947e-05
C0143,微电网变流器协调与功率分配,1,2024Q3,2025Q2,1223,337646,0.0036195975989657446
C0144,能源作物种植与生物质采收,1,2024Q3,2025Q2,434,337646,0.0012854230950148067
C0145,陆面气象与蒸散估计,1,2024Q3,2025Q2,826,337646,0.002445114356800317
C0146,铁基催化剂与氧电催化,1,2024Q3,2025Q2,1579,337646,0.004672786602015851
C0147,节能减排财政资金安排,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0148,电极与电机铁芯制造装置,1,2024Q3,2025Q2,5,337646,1.6271178417908947e-05
C0149,临床疾病与健康研究,1,2024Q3,2025Q2,451,337646,0.0013357158283065253
C0150,储能技术与能量转换综述,1,2024Q3,2025Q2,374,337646,0.0011079193304558
C0151,多孔碳吸附二氧化碳,1,2024Q3,2025Q2,1171,337646,0.0034657610030146054
C0152,镁基及多组元合金性质,1,2024Q3,2025Q2,624,337646,0.0018475183494516612
C0153,硅基材料与碳化硅陶瓷,1,2024Q3,2025Q2,357,337646,0.0010576265971640815
C0154,无线电能传输电路与系统,1,2024Q3,2025Q2,797,337646,0.002359320870596797
C0155,电解水析氧催化,1,2024Q3,2025Q2,2902,337646,0.008586744610541949
C0156,电力交易竞价与市场优化,1,2024Q3,2025Q2,856,337646,0.0025338662390798207
C0157,水工引水排水与杂项装置,1,2024Q3,2025Q2,33,337646,9.91062685454454e-05
C0158,有机光伏材料、器件与载流子输运,1,2024Q3,2025Q2,1440,337646,0.004261569547454152
C0159,太阳辐照预测与光伏环境建模,1,2024Q3,2025Q2,771,337646,0.0022824025726212276
C0160,通用互联网协议与通信网络,1,2024Q3,2025Q2,182,337646,0.0005399072838669787
C0161,车辆操稳道路与轮胎交互,1,2024Q3,2025Q2,669,337646,0.0019806461728709163
C0162,电气传感与多设备测量,1,2024Q3,2025Q2,176,337646,0.000522156907411078
C0163,分布式电源接入与配电网运行,1,2024Q3,2025Q2,158,337646,0.000468905778043376
C0164,输电线路雷电接地与电磁影响,1,2024Q3,2025Q2,322,337646,0.000954082734504661
C0165,天然气供能与燃气动力系统,1,2024Q3,2025Q2,308,337646,0.0009126651894408928
C0166,多类太阳能电池结构与性能,1,2024Q3,2025Q2,847,337646,0.0025072406743959696
C0167,晶硅异质结与硅基光伏制造,1,2024Q3,2025Q2,522,337646,0.00154576194970135
C0168,粒子束辐照与半导体材料缺陷,1,2024Q3,2025Q2,270,337646,0.0008002461385535219
C0169,电池荷电状态健康状态与建模,1,2024Q3,2025Q2,1256,337646,0.0037172246694731985
C0170,能源转型与能源安全研究,1,2024Q3,2025Q2,1671,337646,0.004944959041006328
C0171,最优潮流与电网优化运行,1,2024Q3,2025Q2,569,337646,0.0016848065652725719
C0172,燃烧稳定与低污染排放,1,2024Q3,2025Q2,645,337646,0.0019096446670473137
C0173,电池正极改性与再生工艺,1,2024Q3,2025Q2,37,337646,0.00011093985284937917
C0174,电力负荷预测与短路等系统计算混合,1,2024Q3,2025Q2,248,337646,0.000735161424881886
C0175,空化流动与水动力,1,2024Q3,2025Q2,626,337646,0.0018534351416036282
C0176,光伏最大功率点跟踪,1,2024Q3,2025Q2,1217,337646,0.003601847222509844
C0177,纳米结构输运与器件基础,1,2024Q3,2025Q2,508,337646,0.0015043444046375816
C0178,离子液体与电解质基础,1,2024Q3,2025Q2,798,337646,0.0023622792666727808
C0179,超导与量子材料基础,1,2024Q3,2025Q2,430,337646,0.001273589510710873
C0180,电池组结构均衡与供能电路,1,2024Q3,2025Q2,22,337646,6.65639117096275e-05
C0181,聚变装置与粒子束工程,1,2024Q3,2025Q2,278,337646,0.0008239133071613894
C0182,导航定位与遥感观测,1,2024Q3,2025Q2,330,337646,0.0009777499031125285
C0183,通用控制器与电力控制算法,1,2024Q3,2025Q2,1151,337646,0.0034065930814949365
C0184,卤化物钙钛矿结构、光电物性与发光,1,2024Q3,2025Q2,3928,337646,0.011622058984500963
C0185,风电场运行与功率优化,1,2024Q3,2025Q2,752,337646,0.0022261930471775423
C0186,煤热解气化与煤质特性,1,2024Q3,2025Q2,549,337646,0.001625638643752903
C0187,通用反应分离与气液处理装置,1,2024Q3,2025Q2,16,337646,4.881353525372684e-05
C0188,欧洲能源转型与能源政策研究,1,2024Q3,2025Q2,941,337646,0.0027853299055384134
C0189,风力机叶片与气动设计,1,2024Q3,2025Q2,1352,337646,0.0040012306927676095
C0190,充电负荷预测与园区用电调配,1,2024Q3,2025Q2,19,337646,5.7688723481677176e-05
C0191,固态储氢材料与反应器,1,2024Q3,2025Q2,1263,337646,0.0037379334420050824
C0192,含锂化合物与锂金属界面,1,2024Q3,2025Q2,988,337646,0.002924374521109635
C0193,多设备温控与智能散热,1,2024Q3,2025Q2,115,337646,0.0003416947467760879
C0194,股票价格与通用金融预测,1,2024Q3,2025Q2,1607,337646,0.0047556216921433875
C0195,碳捕集封存与碳移除系统,1,2024Q3,2025Q2,1067,337646,0.0031580878111123274
C0196,混合动力与整车能量管理,1,2024Q3,2025Q2,1269,337646,0.003755683818460983
C0197,铜基热电及功能复合材料,1,2024Q3,2025Q2,419,337646,0.0012410471538750552
C0198,电池负极活性材料与电池器件,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0199,交直流供电与储备能源控制,1,2024Q3,2025Q2,15,337646,4.5855139177743393e-05
C0200,直流输电保护与故障限流,1,2024Q3,2025Q2,658,337646,0.0019481038160350985
C0201,电化学电极与摩擦电材料混合,1,2024Q3,2025Q2,597,337646,0.0017676416554001082
C0202,氧化锌复合光催化材料,1,2024Q3,2025Q2,1176,337646,0.003480552983394523
C0203,纳米表征与光学传感材料,1,2024Q3,2025Q2,402,337646,0.0011907544205833366
C0204,发电项目电价结算及清单政策,1,2024Q3,2025Q2,1,337646,4.437594113975167e-06
C0205,电池测试表征与性能评估,1,2024Q3,2025Q2,842,337646,0.002492448694016052
C0206,激子量子点与发光机理,1,2024Q3,2025Q2,1208,337646,0.003575221657825993
C0207,组件边框与通用结构材料,1,2024Q3,2025Q2,11,337646,3.402155487380962e-05
C0208,能源企业组织投资与管理,1,2024Q3,2025Q2,692,337646,0.0020486892826185356
C0209,有机半导体光物理与光电响应,1,2024Q3,2025Q2,667,337646,0.0019747293807189496
C0210,地热资源开发与换热,1,2024Q3,2025Q2,779,337646,0.002306069741229095
C0211,直流变换器拓扑与设计,1,2024Q3,2025Q2,1011,337646,0.0029924176308572543
C0212,等离子体波与高能粒子作用,1,2024Q3,2025Q2,650,337646,0.0019244366474272308
C0213,电力电缆绝缘与运行诊断,1,2024Q3,2025Q2,353,337646,0.0010457930128601478
C0214,通信网络路由与拓扑,1,2024Q3,2025Q2,445,337646,0.0013179654518506246
C0215,电池极耳焊接及耳机等混合部件,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0216,电力可靠性与电气安全,1,2024Q3,2025Q2,459,337646,0.001359382996914393
C0217,离子液体萃取与金属分离,1,2024Q3,2025Q2,472,337646,0.0013978421459021778
C0218,气候变化治理与国际政策,1,2024Q3,2025Q2,1516,337646,0.004486407649228894
C0219,系统可靠性及暂态稳定混合,1,2024Q3,2025Q2,694,337646,0.0020546060747705023
C0220,局部放电电晕与放电物理,1,2024Q3,2025Q2,299,337646,0.0008860396247570417
C0221,锂金属沉积与含锂电极材料,1,2024Q3,2025Q2,1278,337646,0.003782309383144834
C0222,木质纤维素预处理与生化转化,1,2024Q3,2025Q2,882,337646,0.00261078453705539
C0223,泵水轮机与水力机械流动,1,2024Q3,2025Q2,851,337646,0.002519074258699903
C0224,生物炭制备与环境应用,1,2024Q3,2025Q2,622,337646,0.0018416015572996945
C0225,离子导电及功能聚合物,1,2024Q3,2025Q2,727,337646,0.0021522331452779563
C0226,过硫酸盐活化与高级氧化,1,2024Q3,2025Q2,1515,337646,0.0044834492531529106
C0227,空调通风与空气处理,1,2024Q3,2025Q2,480,337646,0.0014215093145100452
C0228,能源审计与综合节能评估,1,2024Q3,2025Q2,721,337646,0.0021344827688220555
C0229,通用安装固定与机电结构,1,2024Q3,2025Q2,0,337646,1.4791980379917224e-06
C0230,高温钢材蠕变腐蚀与焊接,1,2024Q3,2025Q2,491,337646,0.001454051671345863
C0231,专利权利要求格式与杂项器件,1,2024Q3,2025Q2,4,337646,1.3312782341925501e-05
C0232,多种掺杂氧化物及功能化合物,1,2024Q3,2025Q2,547,337646,0.001619721851600936
C0233,半导体光电化学水分解,1,2024Q3,2025Q2,1157,337646,0.0034243434579508372
C0234,软开关谐振与交流变换器,1,2024Q3,2025Q2,568,337646,0.0016818481691965883
C0235,热电发电器件与热设计,1,2024Q3,2025Q2,867,337646,0.0025664085959156385
C0236,氢能供给加氢与系统集成,1,2024Q3,2025Q2,1042,337646,0.0030841279092127414
C0237,分布式光伏部署与技术经济,1,2024Q3,2025Q2,2060,337646,0.006095775114563888
C0238,农业农村经济与资源发展,1,2024Q3,2025Q2,302,337646,0.0008949148129849921
C0239,高温及绝缘陶瓷制备,1,2024Q3,2025Q2,541,337646,0.0016019714751450353
C0240,薄膜晶体管与有机电子器件,1,2024Q3,2025Q2,255,337646,0.0007558701974137702
C0241,有机半导体供受体与分子器件材料,1,2024Q3,2025Q2,1066,337646,0.003155129415036344
C0242,文摘索引与教学资料记录,1,2024Q3,2025Q2,87,337646,0.0002588596566485514
C0243,生物油热解与燃料升级,1,2024Q3,2025Q2,843,337646,0.0024954070900920357
C0244,电驱控制器与机电集成装置,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0245,碳基超级电容器电极,1,2024Q3,2025Q2,1163,337646,0.003442093834406738
C0246,虚拟电厂资源聚合与调度,1,2024Q3,2025Q2,249,337646,0.0007381198209578695
C0247,镍锰及多种无机功能材料,1,2024Q3,2025Q2,799,337646,0.002365237662748764
C0248,电力安全生产与应急政策,1,2024Q3,2025Q2,23,337646,6.952230778561095e-05
C0249,磁性材料磁路与磁场基础,1,2024Q3,2025Q2,562,337646,0.0016640977927406878
C0250,热力循环余热与联供系统,1,2024Q3,2025Q2,736,337646,0.0021788587099618073
C0251,充电站选址与充电调度,1,2024Q3,2025Q2,1311,337646,0.0038799364536522877
C0252,热泵与区域供热供冷,1,2024Q3,2025Q2,686,337646,0.002030938906162635
C0253,二氧化碳加氢与多类催化反应,1,2024Q3,2025Q2,1056,337646,0.0031255454542765096
C0254,电催化析氢与界面调控,1,2024Q3,2025Q2,2343,337646,0.006933001204067203
C0255,锂离子电池电极材料,1,2024Q3,2025Q2,1054,337646,0.0031196286621245424
C0256,磁电耦合与自旋极化基础,1,2024Q3,2025Q2,1030,337646,0.00304862715630094
C0257,固体氧化物燃料电池,1,2024Q3,2025Q2,901,337646,0.0026669940624990756
C0258,综合能源系统协同管理与优化调度,1,2024Q3,2025Q2,2179,337646,0.006447824247605918
C0259,锂硫电池正极与多硫化物调控,1,2024Q3,2025Q2,1276,337646,0.0037763925909928674
C0260,电压电流检测与校验电路,1,2024Q3,2025Q2,14,337646,4.289674310175995e-05
C0261,保护电路与开关控制,1,2024Q3,2025Q2,8,337646,2.5146366645859282e-05
C0262,电池外壳盖板与封装,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0263,碳基氧还原及单原子催化,1,2024Q3,2025Q2,980,337646,0.0029007073525017676
C0264,绿色发展可持续性与绿色金融,1,2024Q3,2025Q2,1434,337646,0.004243819170998251
C0265,覆冰冻结与除冰传热,1,2024Q3,2025Q2,217,337646,0.0006434511465263993
C0266,燃料电池质子交换膜,1,2024Q3,2025Q2,705,337646,0.00208714843160632
C0267,通用数学方程与数值方法,1,2024Q3,2025Q2,737,337646,0.0021818171060377905
C0268,液冷流体通道与杂项机电装置,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0269,有机发光与分子光物理材料,1,2024Q3,2025Q2,641,337646,0.0018978110827433798
C0270,翼型螺旋桨与航空气动,1,2024Q3,2025Q2,914,337646,0.00270545321148686
C0271,沼气及多路线生物燃料,1,2024Q3,2025Q2,799,337646,0.002365237662748764
C0272,高分子绝缘与复合材料混合,1,2024Q3,2025Q2,491,337646,0.001454051671345863
C0273,电机调制谐波与转矩控制,1,2024Q3,2025Q2,20,337646,6.064711955766062e-05
C0274,电缆结构材料与敷设,1,2024Q3,2025Q2,7,337646,2.2187970569875835e-05
C0275,风电发电机与并网控制,1,2024Q3,2025Q2,811,337646,0.0024007384156605653
C0276,锂离子电池负极材料,1,2024Q3,2025Q2,2004,337646,0.0059301049343088155
C0277,分子生物学与医学机制,1,2024Q3,2025Q2,815,337646,0.0024125719999644993
C0278,整体电催化水分解,1,2024Q3,2025Q2,1919,337646,0.005678641267850222
C0279,光伏支架与组件机械固定,1,2024Q3,2025Q2,2,337646,7.395990189958612e-06
C0280,航空器无人机设计与飞控,1,2024Q3,2025Q2,793,337646,0.0023474872862928636
C0281,电机磁路转子与铁芯设计,1,2024Q3,2025Q2,12,337646,3.697995094979306e-05
C0282,金融投资与风险经济,1,2024Q3,2025Q2,930,337646,0.0027527875487025955
C0283,油路液压与油浸电气装置,1,2024Q3,2025Q2,1,337646,4.437594113975167e-06
C0284,能源标准化许可与专项监管,1,2024Q3,2025Q2,26,337646,7.83974960135613e-05
C0285,热泵换热器与热管理设计,1,2024Q3,2025Q2,864,337646,0.002557533407687688
C0286,燃料电池铂基催化剂,1,2024Q3,2025Q2,1260,337646,0.003729058253777132
C0287,核裂变聚变与核电工程,1,2024Q3,2025Q2,410,337646,0.001214421589191204
C0288,多体系电池配方与器件,1,2024Q3,2025Q2,118,337646,0.00035056993500403823
C0289,锌基硫族及氧化物薄膜,1,2024Q3,2025Q2,623,337646,0.0018445599533756778
C0290,铁氧化物磁性纳米材料,1,2024Q3,2025Q2,727,337646,0.0021522331452779563
C0291,瓶装液化石油气价格政策,1,2024Q3,2025Q2,1,337646,4.437594113975167e-06
C0292,仿真软件硬件在环与教学平台,1,2024Q3,2025Q2,381,337646,0.0011286281029876841
C0293,电池系统管理与全寿命利用,1,2024Q3,2025Q2,1270,337646,0.0037586422145369667
C0294,电池管理与均衡控制,1,2024Q3,2025Q2,113,337646,0.000335777954624121
C0295,光学薄膜与发光表征,1,2024Q3,2025Q2,518,337646,0.001533928365397416
C0296,供水管网水力状态与节能调度,1,2024Q3,2025Q2,375,337646,0.0011108777265317834
C0297,废旧锂电池回收、分离与材料再生,1,2024Q3,2025Q2,1172,337646,0.003468719399090589
C0298,场效应晶体管结构与建模,1,2024Q3,2025Q2,434,337646,0.0012854230950148067
C0299,温度测量监测与温控装置,1,2024Q3,2025Q2,95,337646,0.000282526825256419
C0300,出版商模板干扰的多能源文本,1,2024Q3,2025Q2,658,337646,0.0019481038160350985
C0301,半导体离子注入与辐照缺陷,1,2024Q3,2025Q2,372,337646,0.0011020025383038333
C0302,制冷循环与余热驱动制冷,1,2024Q3,2025Q2,764,337646,0.0022616938000893437
C0303,照明灯具与光学部件,1,2024Q3,2025Q2,193,337646,0.0005724496407027965
C0304,二氧化钛纳米结构制备与基础应用,1,2024Q3,2025Q2,1545,337646,0.004572201135432414
C0305,电气设备防护监测及杂项装置,1,2024Q3,2025Q2,9,337646,2.8104762721842726e-05
C0306,电能质量谐波检测与信号分析,1,2024Q3,2025Q2,491,337646,0.001454051671345863
C0307,对流換热与换热器热工分析,1,2024Q3,2025Q2,797,337646,0.002359320870596797
C0308,变电站自动化与电网监控,1,2024Q3,2025Q2,112,337646,0.0003328195585481375
C0309,电动车辆及充电系统装置,1,2024Q3,2025Q2,71,337646,0.0002115253194328163
C0310,复合氧化物合成与电化学性质,1,2024Q3,2025Q2,341,337646,0.0010102922599483464
C0311,变换器与电机变压器保护混合,1,2024Q3,2025Q2,715,337646,0.002116732392366155
C0312,书目碎片封面与其他非研究文本,1,2024Q3,2025Q2,74,337646,0.00022040050766076663
C0313,电力系统频率控制及通用控制方法,1,2024Q3,2025Q2,711,337646,0.002104898808062221
C0314,多体系电催化剂与电池材料制备,1,2024Q3,2025Q2,25,337646,7.543909993757785e-05
C0315,中国能源转型与区域低碳经济,1,2024Q3,2025Q2,1092,337646,0.0032320477130119134
C0316,多种燃料燃烧与排放评估,1,2024Q3,2025Q2,658,337646,0.0019481038160350985
C0317,溶剂萃取与化学分离,1,2024Q3,2025Q2,835,337646,0.002471739921484168
C0318,时钟同步与时延建模,1,2024Q3,2025Q2,447,337646,0.0013238822440025915
C0319,等离子体动力学与磁约束,1,2024Q3,2025Q2,293,337646,0.0008682892483011411
C0320,二氧化碳捕集材料与工艺,1,2024Q3,2025Q2,976,337646,0.002888873768197834
C0321,海上风电平台与波浪能装置,1,2024Q3,2025Q2,209,337646,0.0006197839779185317
C0322,硫化物固态电解质与锂硫材料混合,1,2024Q3,2025Q2,42,337646,0.0001257318332292964
C0323,林业经营与森林资源利用,1,2024Q3,2025Q2,593,337646,0.0017558080710961745
C0324,多体系纳米结构与复合材料,1,2024Q3,2025Q2,572,337646,0.0016936817535005222
C0325,锅炉气化与工业余热回收装置,1,2024Q3,2025Q2,20,337646,6.064711955766062e-05
C0326,心血管及其他临床医学研究,1,2024Q3,2025Q2,453,337646,0.0013416326204584922
C0327,风速与风电出力预测,1,2024Q3,2025Q2,575,337646,0.0017025569417284726
C0328,太阳能集热器与光热利用,1,2024Q3,2025Q2,1117,337646,0.0033060076149114995
C0329,电机驱动与机械传动装置,1,2024Q3,2025Q2,25,337646,7.543909993757785e-05
C0330,太阳能界面蒸发与海水淡化,1,2024Q3,2025Q2,1400,337646,0.004143233704414814
C0331,能效标识与多类财税结算政策混合,1,2024Q3,2025Q2,4,337646,1.3312782341925501e-05
C0332,可编程芯片与实时硬件实现,1,2024Q3,2025Q2,350,337646,0.0010369178246321974
C0333,网格数值计算与跨领域仿真混合,1,2024Q3,2025Q2,364,337646,0.0010783353696959656
C0334,钴基氧化物电催化与储能材料,1,2024Q3,2025Q2,754,337646,0.002232109839329509
C0335,供电连接与电源电路装置,1,2024Q3,2025Q2,8,337646,2.5146366645859282e-05
C0336,硅碳负极材料与制备,1,2024Q3,2025Q2,200,337646,0.0005931584132346807
C0337,光伏跟踪与太阳能装置控制,1,2024Q3,2025Q2,242,337646,0.0007174110484259854
C0338,相变储热材料与传热增强,1,2024Q3,2025Q2,1069,337646,0.003164004603264294
C0339,关键矿产供给与采矿资源,1,2024Q3,2025Q2,743,337646,0.002199567482493691
C0340,甲醇电氧化与贵金属催化剂,1,2024Q3,2025Q2,738,337646,0.002184775502113774
C0341,层状二维材料电子及声子性质,1,2024Q3,2025Q2,1139,337646,0.0033710923285831355
C0342,生物质热解气化与水热转化,1,2024Q3,2025Q2,765,337646,0.002264652196165327
C0343,锂电池热行为与安全机制,1,2024Q3,2025Q2,1244,337646,0.003681723916561397
C0344,电池热管理排气与壳体安全装置,1,2024Q3,2025Q2,0,337646,1.4791980379917224e-06
C0345,共轭高分子与光电复合材料,1,2024Q3,2025Q2,343,337646,0.0010162090521003133
C0346,离子交换膜传输及电化学应用,1,2024Q3,2025Q2,823,337646,0.0024362391685723668
C0347,欧洲能源转型与一般区域政治混合,1,2024Q3,2025Q2,418,337646,0.0012380887577990716
C0348,智能电网信息安全与韧性,1,2024Q3,2025Q2,864,337646,0.002557533407687688
C0349,二硫化钼等二维材料与器件,1,2024Q3,2025Q2,1003,337646,0.002968750462249387
C0350,能源地缘政治与一般国际关系混合,1,2024Q3,2025Q2,1055,337646,0.003122587058200526
C0351,输配电线路视觉巡检与无人机检测,1,2024Q3,2025Q2,103,337646,0.00030619399386428656
C0352,机械摩擦传动与力学测量,1,2024Q3,2025Q2,490,337646,0.0014510932752698797
C0353,能源发展规划与综合指导政策,1,2024Q3,2025Q2,68,337646,0.00020265013120486597
C0354,可再生能源发展与多技术评价,1,2024Q3,2025Q2,1174,337646,0.0034746361912425558
C0355,染料敏化太阳能电池材料与器件,1,2024Q3,2025Q2,594,337646,0.0017587664671721579
C0356,电力知识处理与智能决策系统,1,2024Q3,2025Q2,91,337646,0.0002706932409524852
C0357,水泥混凝土性能与碳化,1,2024Q3,2025Q2,566,337646,0.0016759313770446215
C0358,非贵金属氧还原电催化材料,1,2024Q3,2025Q2,1239,337646,0.00366693193618148
C0359,充电基础设施与公用事业接入政策混合,1,2024Q3,2025Q2,9,337646,2.8104762721842726e-05
C0360,多孔碳材料及储能环境应用,1,2024Q3,2025Q2,927,337646,0.002743912360474645
C0361,机械装配传动与电气部件混合,1,2024Q3,2025Q2,9,337646,2.8104762721842726e-05
C0362,荧光粉组分调控与发光性质,1,2024Q3,2025Q2,1371,337646,0.004057440218211294
C0363,镉基硫族半导体与量子点,1,2024Q3,2025Q2,288,337646,0.0008534972679212239
C0364,有机场效应晶体管,1,2024Q3,2025Q2,372,337646,0.0011020025383038333
C0365,电力通信与无线传输装置,1,2024Q3,2025Q2,37,337646,0.00011093985284937917
C0366,功能纤维复合材料与织物,1,2024Q3,2025Q2,703,337646,0.0020812316394543534
C0367,铁化合物反应与材料应用,1,2024Q3,2025Q2,751,337646,0.0022232346511015587
C0368,铀钍及稀土分离提取,1,2024Q3,2025Q2,501,337646,0.0014836356321056975
C0369,多体系二次电池材料与电解液综述,1,2024Q3,2025Q2,2142,337646,0.00633836359279453
C0370,电池状态测量与诊断装置,1,2024Q3,2025Q2,119,337646,0.00035352833108002167
C0371,太阳辐射测量估算与大气影响,1,2024Q3,2025Q2,514,337646,0.0015220947810934823
C0372,电力节能与新能源应用泛论,1,2024Q3,2025Q2,356,337646,0.0010546682010880981
C0373,电源变流电路与电压控制装置,1,2024Q3,2025Q2,7,337646,2.2187970569875835e-05
C0374,电池包与模组结构装置,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0375,永磁同步电机设计与控制,1,2024Q3,2025Q2,591,337646,0.0017498912789442075
C0376,电气设备散热冷却结构,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0377,换热器热泵与储热装置混合,1,2024Q3,2025Q2,4,337646,1.3312782341925501e-05
C0378,纳米流体传热性质与强化,1,2024Q3,2025Q2,800,337646,0.0023681960588247475
C0379,锅炉蒸汽系统与汽轮机运行,1,2024Q3,2025Q2,439,337646,0.001300215075394724
C0380,天然气管网供给与市场治理,1,2024Q3,2025Q2,287,337646,0.0008505388718452404
C0381,光伏发电功率预测方法与装置,1,2024Q3,2025Q2,303,337646,0.0008978732090609755
C0382,碳纳米管、纳米纤维与功能复合材料,1,2024Q3,2025Q2,1275,337646,0.003773434194916884
C0383,交通运输车辆与燃料效率,1,2024Q3,2025Q2,889,337646,0.002631493309587274
C0384,电缆桥架支撑与线束安装,1,2024Q3,2025Q2,3,337646,1.0354386265942057e-05
C0385,辐照材料损伤与稳定性,1,2024Q3,2025Q2,593,337646,0.0017558080710961745
C0386,感应电机运行控制与性能,1,2024Q3,2025Q2,795,337646,0.0023534040784448304
C0387,有机发光二极管与发光材料,1,2024Q3,2025Q2,573,337646,0.0016966401495765056
C0388,风电机组变桨偏航与运行控制,1,2024Q3,2025Q2,59,337646,0.00017602456652101496
C0389,计算流体力学与多相流,1,2024Q3,2025Q2,568,337646,0.0016818481691965883
C0390,开关谐振及功率调节电路,1,2024Q3,2025Q2,4,337646,1.3312782341925501e-05
